File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD13Q1_061__250m_16_days_NDVI_doy2023361000000_aid0001,_250m_16_days_NDVI,aid0001,2023-12-27,304584.0,-0.1993,0.9813,"(-0.1993,0.9813)",0.5199535,0.1241805,0.0154208,0.607,0.8432,0.5338,0.2085,0.4476
MYD13Q1_061__250m_16_days_NDVI_doy2024009000000_aid0001,_250m_16_days_NDVI,aid0001,2024-01-09,304891.0,-0.1833,0.9675,"(-0.1833,0.9675)",0.4629617,0.1259011,0.0158511,0.554,0.8103,0.476,0.126,0.3828
MYD13Q1_061__250m_16_days_NDVI_doy2024025000000_aid0001,_250m_16_days_NDVI,aid0001,2024-01-25,304828.0,-0.1991,0.8637,"(-0.1991,0.8637)",0.4706244,0.1469433,0.0215923,0.5817,0.8637,0.4871,0.0515,0.3696
MYD13Q1_061__250m_16_days_NDVI_doy2024041000000_aid0001,_250m_16_days_NDVI,aid0001,2024-02-10,304876.0,-0.1958,0.9753,"(-0.1958,0.9753)",0.4748728,0.1282148,0.016439,0.5659,0.831,0.4776,0.1232,0.3888
MYD13Q1_061__250m_16_days_NDVI_doy2024057000000_aid0001,_250m_16_days_NDVI,aid0001,2024-02-26,304851.0,-0.2,0.9581,"(-0.2,0.9581)",0.5389528,0.1425817,0.0203295,0.6315,0.9058,0.546,0.1743,0.44855
MYD13Q1_061__250m_16_days_NDVI_doy2024073000000_aid0001,_250m_16_days_NDVI,aid0001,2024-03-13,304891.0,-0.1578,0.9983,"(-0.1578,0.9983)",0.6338445,0.1407524,0.0198113,0.7413,0.9983,0.6379,0.2571,0.5476
MYD13Q1_061__250m_16_days_NDVI_doy2024089000000_aid0001,_250m_16_days_NDVI,aid0001,2024-03-29,304889.0,-0.192,0.9081,"(-0.192,0.9081)",0.668632,0.1369682,0.0187603,0.7753,0.9081,0.6853,0.3178,0.5923
MYD13Q1_061__250m_16_days_NDVI_doy2024105000000_aid0001,_250m_16_days_NDVI,aid0001,2024-04-14,304866.0,-0.2,0.8717,"(-0.2,0.8717)",0.6022883,0.1293717,0.016737,0.6925,0.8717,0.6217,0.284,0.5291
MYD13Q1_061__250m_16_days_NDVI_doy2024121000000_aid0001,_250m_16_days_NDVI,aid0001,2024-04-30,304853.0,-0.1978,0.8991,"(-0.1978,0.8991)",0.5428436,0.1237143,0.0153052,0.6259,0.8575,0.5491,0.2399,0.4715
MYD13Q1_061__250m_16_days_NDVI_doy2024137000000_aid0001,_250m_16_days_NDVI,aid0001,2024-05-16,304821.0,-0.1992,0.9943,"(-0.1992,0.9943)",0.5306978,0.1106454,0.0122424,0.6062,0.8105,0.5386,0.2657,0.47
MYD13Q1_061__250m_16_days_NDVI_doy2024153000000_aid0001,_250m_16_days_NDVI,aid0001,2024-06-01,304890.0,-0.1374,0.9983,"(-0.1374,0.9983)",0.5393346,0.1179428,0.0139105,0.6225,0.8442,0.5434,0.2528,0.4746
MYD13Q1_061__250m_16_days_NDVI_doy2024169000000_aid0001,_250m_16_days_NDVI,aid0001,2024-06-17,304827.0,-0.1979,0.9992,"(-0.1979,0.9992)",0.4535402,0.1936869,0.0375146,0.6017,0.9992,0.4646,-0.167,0.2942
MYD13Q1_061__250m_16_days_NDVI_doy2024185000000_aid0001,_250m_16_days_NDVI,aid0001,2024-07-03,301084.0,-0.2,0.999,"(-0.2,0.999)",0.4885059,0.2231159,0.0497807,0.6675,0.999,0.5242,-0.1725,0.3315
