File,aid,Date,2,3,17,65,81,129,145
QC_Night_2024089_aid0001,aid0001,2024-03-29 00:00:00+00:00,1.0,9,1.0,4193.0,79.0,,
QC_Night_2024097_aid0001,aid0001,2024-04-06 00:00:00+00:00,1850.0,9,5.0,3289.0,78.0,,
QC_Night_2024105_aid0001,aid0001,2024-04-14 00:00:00+00:00,47.0,9,11.0,7880.0,82.0,,
QC_Night_2024113_aid0001,aid0001,2024-04-22 00:00:00+00:00,,9,50.0,62.0,35.0,,
QC_Night_2024121_aid0001,aid0001,2024-04-30 00:00:00+00:00,348.0,9,91.0,2454.0,5.0,10.0,
QC_Night_2024129_aid0001,aid0001,2024-05-08 00:00:00+00:00,,9,63.0,1261.0,29.0,,
QC_Night_2024137_aid0001,aid0001,2024-05-16 00:00:00+00:00,332.0,9,,8494.0,67.0,593.0,8.0
QC_Night_2024145_aid0001,aid0001,2024-05-24 00:00:00+00:00,8044.0,9,3.0,4389.0,71.0,,
QC_Night_2024153_aid0001,aid0001,2024-06-01 00:00:00+00:00,419.0,9,68.0,3971.0,19.0,37.0,
QC_Night_2024161_aid0001,aid0001,2024-06-09 00:00:00+00:00,8494.0,9,80.0,4614.0,9.0,,
QC_Night_2024169_aid0001,aid0001,2024-06-17 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024177_aid0001,aid0001,2024-06-25 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024185_aid0001,aid0001,2024-07-03 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024193_aid0001,aid0001,2024-07-11 00:00:00+00:00,13653.0,9,,1713.0,,,
QC_Night_2024201_aid0001,aid0001,2024-07-19 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024209_aid0001,aid0001,2024-07-27 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024217_aid0001,aid0001,2024-08-04 00:00:00+00:00,15821.0,9,,23.0,,,
QC_Night_2024225_aid0001,aid0001,2024-08-12 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024233_aid0001,aid0001,2024-08-20 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024241_aid0001,aid0001,2024-08-28 00:00:00+00:00,15844.0,9,,,,,
QC_Night_2024249_aid0001,aid0001,2024-09-05 00:00:00+00:00,15771.0,9,,73.0,,,
QC_Night_2024257_aid0001,aid0001,2024-09-13 00:00:00+00:00,4898.0,9,,1109.0,6.0,,
QC_Night_2024265_aid0001,aid0001,2024-09-21 00:00:00+00:00,15610.0,9,,234.0,,,
QC_Night_2024273_aid0001,aid0001,2024-09-29 00:00:00+00:00,15242.0,9,,543.0,,,
QC_Night_2024281_aid0001,aid0001,2024-10-07 00:00:00+00:00,1.0,9,67.0,1656.0,28.0,,
QC_Night_2024289_aid0001,aid0001,2024-10-15 00:00:00+00:00,1323.0,9,,9572.0,17.0,,
QC_Night_2024297_aid0001,aid0001,2024-10-23 00:00:00+00:00,,9,91.0,774.0,,,
QC_Night_2024305_aid0001,aid0001,2024-10-31 00:00:00+00:00,,9,90.0,423.0,,,
QC_Night_2024313_aid0001,aid0001,2024-11-08 00:00:00+00:00,1.0,9,11.0,3854.0,66.0,,
QC_Night_2024321_aid0001,aid0001,2024-11-16 00:00:00+00:00,,9,5.0,4141.0,86.0,,
QC_Night_2024329_aid0001,aid0001,2024-11-24 00:00:00+00:00,43.0,9,29.0,7609.0,55.0,,
QC_Night_2024337_aid0001,aid0001,2024-12-02 00:00:00+00:00,1.0,9,1.0,5323.0,87.0,,
QC_Night_2024345_aid0001,aid0001,2024-12-10 00:00:00+00:00,7.0,9,,6689.0,79.0,,5.0
QC_Night_2024353_aid0001,aid0001,2024-12-18 00:00:00+00:00,1.0,9,,3466.0,31.0,,58.0
QC_Night_2024361_aid0001,aid0001,2024-12-26 00:00:00+00:00,6.0,9,21.0,2120.0,69.0,,
QC_Night_2025001_aid0001,aid0001,2025-01-01 00:00:00+00:00,10.0,9,2.0,4876.0,96.0,,
QC_Night_2025009_aid0001,aid0001,2025-01-09 00:00:00+00:00,,9,21.0,910.0,64.0,,
QC_Night_2025017_aid0001,aid0001,2025-01-17 00:00:00+00:00,,9,27.0,822.0,60.0,,
QC_Night_2025025_aid0001,aid0001,2025-01-25 00:00:00+00:00,1.0,9,3.0,3487.0,87.0,,
QC_Night_2025033_aid0001,aid0001,2025-02-02 00:00:00+00:00,,9,24.0,145.0,59.0,,
QC_Night_2025041_aid0001,aid0001,2025-02-10 00:00:00+00:00,,9,3.0,566.0,87.0,,
QC_Night_2025049_aid0001,aid0001,2025-02-18 00:00:00+00:00,,9,5.0,266.0,78.0,,
QC_Night_2025057_aid0001,aid0001,2025-02-26 00:00:00+00:00,,9,3.0,784.0,82.0,,
QC_Night_2025065_aid0001,aid0001,2025-03-06 00:00:00+00:00,,9,16.0,48.0,73.0,,
QC_Night_2025073_aid0001,aid0001,2025-03-14 00:00:00+00:00,,9,30.0,2564.0,62.0,,
QC_Night_2025081_aid0001,aid0001,2025-03-22 00:00:00+00:00,,9,33.0,45.0,48.0,,
QC_Night_2025089_aid0001,aid0001,2025-03-30 00:00:00+00:00,,9,22.0,1509.0,67.0,,
